,Year of Breach,Company Name,Total Records,Type of Organization,Type of Breach
3857,2011,Henry Ford Hospital,2777,MED,PHYS
3858,2014,Bay Area Pain Medical Associates,2780,MED,STAT
3859,2014,Bay Area Pain Medical Associates,2780,MED,PHYS
3860,2017,Kaleida Health,2789,MED,HACK
3861,2018,UT Physicians,2793,MED,DISC
3862,2008,Workers Compensation Fund,2800,BSO,PORT
3863,2015,Humana,2800,BSF,PORT
3864,2017,Kaleida Health,2800,MED,HACK
3865,2013,Palm Beach County Health Department,2800,MED,INSD
3868,2016,Pinellas County Board of County Commissioners,2800,MED,DISC
3869,2011,Dr Axel Velez,2800,MED,PHYS
3870,2016,Karmanos Cancer Center,2808,MED,PORT
3871,2016,Karmanos Cancer Center,2808,MED,PHYS
3872,2015,Courier Corporation of Hawaii,2809,MED,PHYS
3873,2013,Schuylkill Health System,2810,MED,PORT
3874,2013,Schuylkill Health System LVHN,2810,MED,PHYS
3875,2010,American Federation of Television and Radio Artists (AFTRA),2811,BSO,HACK
3876,2016,Saint Agnes Medical Center,2812,MED,HACK
3877,2014,Northwestern Memorial HealthCare,2813,MED,PHYS
3878,2016,Geisinger Health Plan,2814,MED,DISC
3879,2008,"Connecticut College, Wesleyan University, Trinity College",2815,EDU,HACK
3880,2015,Humana Inc [Case 18652],2815,MED,PHYS
3881,2017,Hallmark Home Mortgage,2816,BSF,INSD
3882,2016,"CHI Franciscan Health, St. Clare Hospital and St. Joseph Medical Center",2818,MED,DISC
3883,2013,"Molina Healthcare of Texas, Inc.",2826,MED,
3884,2013,"Molina Healthcare of Texas, Inc.",2826,MED,DISC
3885,2016,The University of New Mexico,2827,MED,DISC
3886,2016,The University of New Mexico,2827,MED,DISC
3887,2009,Florida Department of Revenue,2828,GOV,PORT
3888,2014,Options Counseling Center,2828,MED,DISC
3889,2018,Community first bank,2837,BSF,UNKN
3890,2017,Saint Thomas Rutherford Hospital,2837,MED,PHYS
3891,2016,StarCare Specialty Health System,2844,MED,PORT
3892,2016,StarCare Speciality Health System,2844,MED,PHYS
3893,2008,Pennsylvania Department of Public Welfare,2845,GOV,DISC
3894,2010,South Carolina Department of Health and Environmental Control,2850,MED,PHYS
3895,2017,National railroad passenger corporation( amtrak),2853,UNKN,UNKN
3896,2014,"Murali Menon, Privacy Manager Breach",2855,MED,PHYS
3897,2015,"Heartland Dental, LLC",2860,MED,HACK
3898,2012,Health Advantage,2863,MED,
3899,2013,Long Beach Memorial Medical Center,2864,MED,INSD
3900,2013,Long Beach Memorial Medical Center,2864,MED,DISC
3901,2015,CarePlus Health Plans [case 18772],2873,MED,DISC
3902,2014,Baylor Medical Center at Carrollton,2874,MED,DISC
3903,2012,Harris County Hospital District,2875,MED,PHYS
3904,2016,Hewitt Associates,2892,BSO,HACK
3905,2017,"MGA Home Healthcare Colorado, Inc.",2898,MED,HACK
3906,2008,Jefferson County Public Schools,2900,EDU,PORT
3907,2011,"Julie A. Kennedy, D.M.D.",2900,MED,STAT
3908,2012,RIte Aid Corporation,2900,BSR,PHYS
3909,2013,"Logan Community Resources, Inc.",2900,MED,UNKN
3910,2018,"Don White, RN, DC, PC dba Canyon Rd Chiropractic and Massage",2900,MED,HACK
3911,2015,Robert D. Chatlos DMD & Assoc,2900,MED,PHYS
3912,2012,"Logan Community Resources, Inc.",2900,MED,HACK
3913,2011,Rite Aid Corporation,2900,MED,
3914,2011,"Julie A. Kennedy, D.M.D., P.A.",2900,MED,PHYS
3915,2012,Rite Aid Store 1343,2905,MED,PHYS
3916,2012,"Pamlico Medical Equipment, LLC (Now Vidant Internal Medicine)",2917,MED,PORT
3917,2012,Pamlico Medical Equipment LLC,2917,MED,PHYS
3918,2015,Insurance Data Services,2918,MED,PHYS
3919,2017,Mueller c p a,2921,BSF,UNKN
3920,2010,Geisinger Health System,2928,MED,DISC
3921,2010,Geisinger Wyoming Valley Medical Center,2928,MED,PHYS
3922,2015,Centegra Health System,2929,MED,DISC
3923,2016,Prima Medical Foundation,2933,MED,HACK
3924,2016,Prima Medical Foundation,2933,MED,HACK
3925,2012,Key Bank,2937,BSF,INSD
3926,2016,Warren Clinic,2938,MED,HACK
3927,2016,Warren Clinic,2938,MED,HACK
3928,2016,Einstein Healthcare Network,2939,MED,DISC
3929,2016,Einstein Healthcare Network,2939,MED,DISC
3931,2017,Catalina Post-Acute and Rehabilitation,2953,MED,PHYS
3932,2017,Catalina Post-Acute Care and Rehabilitation,2953,MED,PHYS
3933,2017,The cityof bozeman montana,2962,UNKN,UNKN
3934,2014,Humana,2962,MED,PORT
3935,2014,Humana Inc [case #15381],2962,MED,PHYS
3936,2017,Iowa Veterans Home,2969,MED,DISC
3937,2011,"Blue Cross Blue Shield of Michigan (BCBSM), Tstream Software",2979,MED,DISC
3938,2015,Georgia Department of Human Services,2983,MED,DISC
3939,2015,Suburban Lung Associates,2984,MED,DISC
3940,2013,St. Mark's Medical Center,2988,MED,HACK
3942,2012,St. Mark's Medical Center,2988,MED,HACK
3943,2011,Sleep HealthCenters LLC,2988,MED,PHYS
3944,2014,Jewish Hospital,2992,MED,
3945,2014,AltaMed Health Services,2995,MED,INSD
3946,2018,Old second national bank,2996,BSF,UNKN
3947,2010,Small Dog Electronics,3000,BSR,HACK
3948,2010,Maryland Department of Human Resources,3000,GOV,INSD
3949,2010,New Mexico Tech Community College,3000,EDU,DISC
3950,2011,Department of Human Services (DHS) Gateway Center,3000,GOV,STAT
3951,2012,"Warren County Iowa, Iowa Department of Human Services",3000,GOV,PHYS
3952,2012,Northwestern Mutual and One America - American United Life,3000,BSF,INSD
3963,2008,Texas A&M University,3000,EDU,DISC
3964,2016,"G&S Medical Associates, LLC",3000,MED,HACK
3965,2016,Roark's Pharmacy,3000,MED,PHYS
3966,2016,Group Life Hospital and Medical Program,3000,MED,HACK
3967,2016,Morton Medical Center,3000,MED,HACK
3968,2015,Hunt Regional Medical Partners,3000,MED,DISC
3969,2016,The Vein Doctor,3000,MED,HACK
3970,2016,The Finley Center,3000,MED,PHYS
3971,2016,"You and Your Health Family Care, Inc. ",3000,MED,HACK
3972,2012,Ameritas Life Insurance Corp.,3000,MED,PORT
3973,2018,Liquidity services,3000,UNKN,UNKN
3974,2012,City of Providence,3000,GOV,DISC
3975,2013,"Arizona Counseling and Treatment Services (ACTS), Cenpatico Behavioral Health of Arizona",3000,MED,PORT
3976,2013,Oregon Health & Science University (OHSU),3000,MED,DISC
3977,2013,North Texas Comprehensive Spine and Pain Center,3000,GOV,INSD
3978,2013,"Saint Louis University, Tenet Healthcare Corporation, SSM Health Care",3000,MED,HACK
3979,2013,Minnesota Counties Insurance Trust,3000,BSF,INSD
3980,2015,Yellowfront Grocery,3000,BSR,HACK
3981,2016,Academy of Art University,3000,EDU,HACK
3982,2011,"Living Healthy Clinic, University of Wisconsin - Oshkosh College of Nursing",3000,MED,HACK
3983,2013,Schneck Medical Center,3000,MED,DISC
3984,2014,Multi-State Billing Services,3000,BSF,PORT
3986,2018,Hormone Logics,3000,MED,PHYS
3987,2017,The Dermatology Center of Raleigh PA,3000,MED,DISC
3988,2016,The Finley Center,3000,MED,PHYS
3989,2016,"You and Your Health Family Care, Inc.",3000,MED,HACK
3990,2016,The Vein Doctor,3000,MED,HACK
3991,2016,"Morton Medical Center, PLLC",3000,MED,HACK
3992,2016,Group Life Hospital and Medical Program,3000,MED,HACK
3993,2016,Roark's Pharmacy,3000,MED,PHYS
3994,2016,"G&S Medical Associates, LLC",3000,MED,HACK
3995,2015,St. Martin Parish School Based Health Centers,3000,MED,PHYS
3996,2015,University of Illinois at Chicago,3000,MED,PHYS
3997,2015,Hunt Regional Medical Partners,3000,MED,DISC
3998,2014,"RevSpring, Inc.",3000,MED,
3999,2013,"WOMENS HEALTH ENTERPRISE, INC.",3000,MED,PHYS
4000,2012,Ameritas Life Insurance Corp.,3000,MED,PHYS
4001,2012,Iowa Department of Human Services,3000,MED,PHYS
4002,2012,"Oakland Vision Services, PC",3000,MED,HACK
4003,2011,Living Healthy Community Clinic,3000,MED,HACK
4004,2011,"SpaMed Solutions, LLC, Edward McMenamin President,",3000,MED,DISC
4005,2018,CNU Online Holdings llc,3011,BSF,UNKN
4006,2018,Medical Center Ophthalmology Associates,3017,MED,DISC
4008,2014,"Easter Seal Society of Superior California, Privacy Manager Breach",3026,MED,PHYS
4009,2018,"MAXIMUS, Inc. / Business Ink, Co.",3029,MED,DISC
4011,2012,"St. Therese Medical Group, Inc",3031,MED,PHYS
4012,2012,Lutheran Community Services Northwest,3040,MED,STAT
4013,2016,"Kaiser Foundation Healthplan, Inc. of Southern California",3044,MED,DISC
4014,2015,ADT LLC Group Health & Welfare Plan,3074,MED,HACK
4015,2011,Stone Oak Urgent Care and Family Practice,3079,MED,STAT
4016,2017,"Mindlance, Inc.",3085,BSO,HACK
4017,2010,ESB Financial,3097,BSF,DISC
4019,2008,University of Minnesota Reproductive Medicine Center,3100,MED,PORT
4020,2012,Flex Physical Therapy,3100,MED,STAT
4021,2013,Bonneville Power Administration (BPA),3100,GOV,HACK
4022,2013,Illinois Department of Healthcare and Family Services,3100,MED,DISC
4023,2013,Saint Louis University,3100,MED,DISC
4024,2012,Flex Physical Therapy,3100,MED,PHYS
4025,2011,Cancer Care Northwest P.S.,3100,MED,PHYS
4026,2014,Geisinger Bloomsburg Hospital,3101,MED,PHYS
4027,2014,WA State Department of Social & Health Services,3104,MED,DISC
4028,2011,NEA Baptist Clinic,3116,MED,HACK
4029,2011,NEA Baptist Clinic,3116,MED,HACK
4030,2016,"Vail Clinic, Inc. dba Vail Valley Medical Center, and dba Howard Head Sports Medicine",3118,MED,DISC
4031,2016,"MGA Home Healthcare Colorado, Inc.",3119,MED,PHYS
4032,2017,CHROME Federal Credit Union,3122,BSF,UNKN
4033,2013,Schneck Medical Center,3131,MED,DISC
4034,2013,Illinois Department of Healthcare and Family Services,3133,MED,HACK
4035,2013,Family Health Network,3133,MED,
4036,2011,Thomas Jefferson University Hospitals,3150,MED,PHYS
4037,2011,Cancer Care Northwest,3150,GOV,DISC
4038,2011,"Thomas Jefferson University Hospitals, Inc.",3150,MED,PHYS
4039,2010,Mankato Clinic,3159,MED,PORT
4040,2010,Mankato Clinic,3159,MED,PHYS
4041,2013,SynerMed / Inland Valleys IPA,3164,MED,PHYS
4042,2010,Eastern Connecticut Health Network Pension Plan,3178,BSF,PHYS
4043,2016,Medical College of Wisconsin,3179,MED,HACK
4044,2016,Medical College of Wisconsin,3179,MED,HACK
4045,2012,"Library Resources, Inc. (LRI)",3183,MED,PORT
4046,2012,"Liberty Resources, Inc.",3183,MED,PHYS
4047,2016,Wyoming Medical Center,3184,MED,HACK
4048,2016,Wyoming Medical Center,3184,MED,HACK
4049,2011,Indiana University School of Medicine,3192,EDU,PORT
4050,2011,Provo School District,3200,GOV,HACK
4051,2009,Marian Medical Center,3200,MED,PORT
4052,2013,North Texas Comprehensive Spine & Pain Center,3200,MED,PHYS
4053,2012,Metro Community Provider Network,3200,MED,HACK
4054,2018,"Steven Yang, D.D.S., INC.",3202,MED,PHYS
4055,2014,AltaMed Health Services Corporation,3206,MED,PHYS
4057,2012,"Iran Defense Forum, Irandefence.net",3212,NGO,HACK
4058,2015,"Cathrine Steinborn, DDS",3224,MED,PORT
4059,2015,"Cathrine Steinborn, DDS",3224,MED,PHYS
4060,2013,Riderwood Village,3230,MED,PORT
4061,2013,Riderwood Village,3230,MED,PHYS
4062,2018,Five below inc,3234,UNKN,UNKN
4064,2017,Vanderbilt University Medical Center,3247,MED,DISC
4066,2018,CNU of indiana LLC,3265,UNKN,UNKN
4067,2012,Indiana University,3266,MED,PHYS
4068,2011,Indiana University,3266,MED,PHYS
4069,2013,"Thomas L. Davis, Jr. DDS",3269,MED,PHYS
4070,2017,Spokane VA Medical Center,3275,MED,PHYS
4071,2017,"CCRM Minneapolis, P.C.",3280,MED,HACK
4072,2010,Dean Clinic and St. Mary's Hospital,3288,MED,PORT
4073,2010,"Dean Health Systems, Inc.; St. Mary's Hospital; St. Marys Dean Ventures, Incorporated",3288,MED,PHYS
4075,2008,City of Indianapolis,3300,GOV,DISC
4076,2013,Tallahassee Community College (TCC),3300,EDU,HACK
4077,2013,Florida Department of Health,3300,MED,DISC
4078,2014,St. Joseph Health System,3300,MED,HACK
4079,2015,Skin and Cancer Center of Arizona,3311,MED,DISC
4080,2015,"Partners HealthCare System, Inc.",3321,MED,HACK
4081,2014,"BioReference Laboratories, Inc./CareEvolve, Inc.",3334,MED,DISC
4082,2015,Bellevue Hospital Center,3334,MED,DISC
4083,2014,Bio-Reference Laboratories Inc,3334,MED,DISC
4084,2008,Fort Wayne Community Schools,3348,EDU,UNKN
4085,2017,Johny Trent & Associates llc,3348,UNKN,UNKN
4086,2018,North Texas Medical Center,3350,MED,DISC
4087,2017,Wonderful Center For Health Innovation,3358,MED,PHYS
4088,2009,Jackson Memorial Hospital,3360,MED,INSD
4089,2016,"Dr. Dennis T. Myers, D.D.S, P.A.",3364,MED,HACK
4090,2016,"Dr. Dennis T. Myers, D.D.S., P.A.",3364,MED,HACK
4091,2017,"Skin Cancer Specialists, P.C.",3365,MED,HACK
4092,2017,Children's Hospital Colorado,3370,MED,HACK
4094,2015,Pathways Professional Counseling,3397,MED,PORT
4095,2014,Georgia Department of Behavioral Health and Developmental Disabilities (DBHDD),3397,GOV,PORT
4096,2014,Region Six of the Georgia Department of Behavioral Health and Developmental Disabilities,3397,MED,PHYS
4097,2010,HEI Hospitality (HEI Hotels and Resorts),3400,BSR,HACK
4099,2017,City of Hope,3400,MED,HACK
4100,2017,"LKM ENTERPRISES, INC.",3400,MED,PHYS
4101,2010,Service Benefits Plan Administrative Services Corp,3400,MED,PHYS
4102,2015,University of Rochester Medical Center and Affiliates,3403,MED,DISC
4103,2010,Iowa Department of Agriculture and Land Stewardship,3404,GOV,PORT
4104,2012,B-K Lighting,3410,BSO,HACK
4105,2015,Orlando Health,3421,MED,DISC
4106,2016,California Department of Justice,3424,GOV,DISC
4107,2013,DeLoach & Williamson,3432,MED,PHYS
4108,2008,Central Piedmont Community College,3437,EDU,INSD
4109,2012,"Coastal home Respiratory, LLP",3440,MED,PHYS
4110,2018,Baptist Health,3453,MED,DISC
4111,2014,"Care Advantage, Inc.",3458,MED,PHYS
4112,2011,Blue Cross and Blue Shield of Florida,3463,MED,DISC
4113,2017,Michagan Facial Aesthetic Surgeons d/b/a University Physician Group,3467,MED,PHYS
4114,2011,CVS Caremark,3482,BSR,DISC
4115,2012,"Caremark PCS Health, L.L.C. (formerly known as Caremark PCS Health, L.P.)",3482,MED,
4116,2017,New York City Health and Hospitals Corporation - Coney Island Hospital,3494,MED,DISC
4120,2008,Modesto City Schools,3500,EDU,PORT
4121,2010,Humboldt State University,3500,EDU,HACK
4122,2010,Oregon National Guard,3500,GOV,PORT
4123,2012,Columbia University,3500,EDU,DISC
4124,2013,Comprehensive Psychological Services LLC,3500,MED,PORT
4125,2008,San Quentin State Prison,3500,GOV,PORT
4126,2013,University of North Carolina,3500,EDU,HACK
4127,2015,Dow Jones & Company,3500,BSF,HACK
4128,2011,Blue Cross and Blue Shield of Florida (BCBSF),3500,MED,DISC
4129,2013,Florida Department of Health,3500,MED,INSD
4130,2018,Cigna,3500,MED,HACK
4131,2014,"Multilingual Psychotherapy Centers, Inc",3500,MED,PHYS
4132,2013,Comprehensive Psychological Services LLC,3500,MED,PHYS
4133,2010,Advanced NeuroSpinal Care,3500,MED,PHYS
4134,2012,80's Tees,3503,BSR,HACK
4135,2013,Littleton Podiatry,3512,MED,PORT
4136,2013,"Sarah Benjamin, DPM - Littleton Podiatry",3512,MED,PHYS
4137,2016,"Anthem, Inc.",3525,MED,DISC
4138,2010,Massachusetts Eye and Ear Infirmary,3526,MED,PORT
4139,2014,"Urological Associates of Southern Arizona, P.C.",3529,MED,PHYS
4140,2014,Eureka Internal Medicine,3534,MED,PHYS
4141,2013,University of California San Francisco Medical Center (UCSF),3541,MED,PORT
4142,2017,Weicher company,3553,UNKN,UNKN
4143,2013,"University of California, San Francisco",3553,MED,PHYS
4145,2016,"BioReference Laboratories, Inc",3563,MED,DISC
4146,2008,"University of California, San Francisco         ",3569,EDU,HACK
4149,2011,Colorado Department of Health Care Policy and Financing,3589,MED,PHYS
4150,2011,Department of Personnel and Administration,3589,MED,PHYS
4151,2011,Colorado Department of Health Care Policy and Financing (HCPF),3590,GOV,PORT
4152,2017,Childrens Hospital of Los Angeles,3594,MED,PHYS
4153,2010,Massachusetts Eye and Ear Infirmary,3594,MED,PHYS
4154,2014,The University of Texas MD Anderson Cancer Center,3598,MED,PHYS
4155,2017,Children's Hospital of Los Angeles,3600,MED,PORT
4156,2011,"Shell, Chevron",3600,BSR,CARD
4158,2008,Dormitory Authority's,3600,GOV,PORT
4159,2012,Massachusetts Eye and Ear,3600,MED,INSD
4160,2012,Massachusetts Eye and Ear Infirmary,3600,MED,INSD
4161,2011,University of Kentucky - UK HealthCare,3604,MED,PHYS
4163,2010,KPMG LLP,3630,MED,PHYS
4164,2014,Wm. Jennings Bryan Dorn VA Medical Center,3637,MED,DISC
4165,2012,"Patterson Dental, River Arch Dental, Hamner Square Dental",3645,MED,PORT
4166,2015,Heartland Health Clinic,3650,MED,HACK
4167,2011,Charleston Area Medical Center (CAMC),3655,MED,DISC
4168,2011,Xforia Web Services,3655,MED,DISC
4169,2012,"Bethesda Softworks, Bethesda Blog",3657,BSO,HACK
4171,2013,Florida Healthy Kids Corporation,3667,MED,DISC
4172,2016,Humana Inc. [case #HU16004F3],3674,MED,DISC
4173,2014,Highmark,3675,BSF,DISC
4174,2018,"Zachary E. Adkins, DDS",3677,MED,PHYS
4175,2010,Highmark Insurance,3700,MED,PHYS
4176,2012,Minnesota Department of Public Safety Driver and Vehicle Services,3700,GOV,INSD
4177,2013,Hope Community Resources (HCR),3700,MED,DISC
4178,2010,Henry Ford Health System,3700,MED,PORT
4179,2013,"Sentara Healthcare, Sentara Virginia Beach General Hospital",3700,MED,INSD
4180,2010,Henry Ford Hospital,3700,MED,PHYS
4181,2017,Rail europe s a s,3714,UNKN,UNKN
4182,2018,Universityof wisconsin- superior foundation,3734,EDU,UNKN
4183,2014,Greenwood Leflore Hospital,3750,MED,PHYS
4184,2018,The Arc of Erie County,3751,MED,DISC
4185,2018,Cambridge Dental Consulting Group,3758,MED,DISC
4186,2018,"Ruben U. Carvajal, MD",3775,MED,HACK
4187,2014,Temple University Physicians,3780,MED,PHYS
4189,2018,American national insurance company,3790,UNKN,UNKN
4190,2013,TMG Health,3794,MED,DISC
4191,2012,"EPN, Inc.",3800,BSF,DISC
4195,2010,Children's Medical Center of Dallas,3800,MED,PORT
4196,2013,Allina Health,3800,MED,INSD
4197,2012,Wright-Patterson Medical Center,3800,MED,PHYS
4198,2013,"Arizona Counseling & Treatment Services, LLC",3800,MED,PHYS
4199,2010,Lee Memorial Health System,3800,MED,
4200,2010,Children's Medical Center of Dallas,3800,MED,PHYS
4201,2009,"Health Services for Children with Special Needs, Inc.",3800,MED,PHYS
4202,2013,Health Fitness Corporation,3804,MED,PHYS
4203,2013,Allina Health,3807,MED,DISC
4204,2018,Texas Health Physicians Group,3808,MED,HACK
4205,2014,"NFP Maschino, Hudelson & Associates",3814,MED,PHYS
4206,2018,Helly hansen AS,3817,UNKN,UNKN
4207,2010,SunBridge Healthcare,3830,MED,PORT
4208,2010,SunBridge Healthcare Corporation,3830,MED,PHYS
4209,2017,Humana Inc [case # HU17001CC],3831,MED,HACK
4210,2013,Good Samaritan Hospital,3833,MED,PORT
4211,2013,Good Samaritan Hospital,3833,MED,PHYS
4212,2018,Cambridge dental consulting group,3840,UNKN,UNKN
4213,2016,Codman Square Health Center,3840,MED,DISC
4215,2018,Quad assoc llc,3855,UNKN,UNKN
4216,2013,Mosaic,3857,MED,DISC
4217,2014,Sentara Healthcare,3861,MED,DISC
4219,2017,Li Tax and Planning,3882,UNKN,UNKN
4220,2011,Maryville Academy,3897,GOV,PORT
4221,2012,Maryville Academy,3897,MED,PHYS
4222,2017,"BEE Reno Dental, LLC",3898,MED,HACK
4223,2010,TennCare,3900,MED,DISC
4224,2012,St. Mary Medical Center,3900,MED,PORT
4225,2012,Israel Deaconess Medical Center,3900,MED,PORT
4226,2012,Beth Israel Deaconess Medical Center,3900,MED,PHYS
4227,2012,St. Mary Medical Center,3900,MED,PHYS
4228,2010,"State of TN, Bureau of TennCare",3900,MED,PHYS
4229,2015,"Midlands Orthopaedics, P.A. ",3902,MED,HACK
4230,2015,Blue Cross Blue Shield of Michigan,3903,MED,PHYS
4231,2016,RMA Medical Centers of Florida,3906,MED,PORT
4232,2016,RMA Medical Centers of Florida,3906,MED,PHYS
4233,2018,Institute on Aging,3907,MED,HACK
4235,2013,"Indiana Family and Social Services Administration (FSSA), RCR Technology Corporation",3926,GOV,DISC
4236,2017,Tarleton Medical,3929,MED,HACK
4237,2017,Tarleton Medical,3929,MED,HACK
4239,2018,Arthritis & Osteoporosis Consultants of the Carolinas,3930,MED,PHYS
4240,2010,Boston Veterans Benefits Administration Regional Office,3936,GOV,DISC
