Date Made Public,Company,City,State,Type of breach,Type of organization,Total Records,Description of incident,Information Source,Source URL,Year of Breach,Latitude,Longitude,,,
1/17/2013,St. Mark's Medical Center,La Grange,Texas,HACK,MED,2988,"An employee's computer was found to contain malware.  The malware infection began on May 21, 2012 and was discovered on November 15, 2012.  Files stored on the computer contained billing information with patient names, Social Security numbers, account numbers, medical record numbers, dates of birth, gender, treatment dates, insurance provider names, and account balances.",PHIPrivacy.net,,2013,29.905503,-96.876647,,,
1/26/2019,"Verity Health System of California, Inc.  ",,CA,HACK,MED,2988,"Location of breached information: Hacking/IT Incident
Business associate present: Yes",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2019,,,,,
12/31/2012,St. Mark's Medical Center,,TX,HACK,MED,2988,"Location of breached information: Hacking/IT Incident
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2012,,,,,
12/28/2011,Sleep HealthCenters LLC,,MA,PHYS,MED,2988,"Location of breached information: Theft
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2011,,,,,
3/28/2014,Jewish Hospital,,KY,#N/A,MED,2992,"Location of breached information: Other
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2014,,,,,
8/29/2014,AltaMed Health Services,Los Angeles,California,INSD,MED,2995,"AltaMed Health has notified patients of a data breach when a temporary employee and other individuals were reported to be under investigation for an identity theft scheme, according to Arcadia law enforcement agents. No arrests have been made currently, but the investigation is continuing.""Law enforcement 
disclosed it recovered a hard drive and other evidence during its 
investigation, that this hard drive and evidence may include the 
organization’s records, and that it believes this information may have 
been misused by participants in the identity theft ring currently under 
investigation"".

The investigation has shown that this temporary employee accessed electronic and paper records for individuals that attended community events in Orange and Los Angeles counties from October 24, 2013 through June 6, 2014. The temporary employee was hired to help with patient enrollment.The records this person had access to included names, email addresses, telephone numbers, Social Security numbers, provider 
information, insurance information, dates of birth, and addresses.
AltaMed is offering AllClear ID and AllClear ID Pro for those individuals affected. You can find information regarding these services by calling (877) 579-2263More Information: https://oag.ca.gov/system/files/AltaMed%20Individual%20Notice%20Template...",California Attorney General,,2014,34.052234,-118.243685,,,
6/11/2018,Old second national bank,,,UNKN,BSF,2996,"Information on this security breach is provided by the Office of the Indiana Attorney General
",Indiana Attorney General,https://www.in.gov/attorneygeneral/2874.htm,2018,0,0,,,
3/3/2010,Small Dog Electronics,Waitsfield,Vermont,HACK,BSR,3000,"After Small Dog began collecting and matching customer donations for Haiti relief efforts, a hacker breached the website and began stealing customer credit card information. The breach lasted from December of 2009 to January of 2010.",Databreaches.net,,2010,44.188889,-72.8125,,,
7/20/2010,Maryland Department of Human Resources,Baltimore,Maryland,INSD,GOV,3000,"An employee posted Social Security numbers and other personal information of around 3,000 clients on an outside website.  The organization provides food stamps and other benefits and aid to clients.  The employee was placed on administrative leave.",Databreaches.net,,2010,39.290385,-76.612189,,,
10/17/2010,New Mexico Tech Community College,Socorro,New Mexico,DISC,EDU,3000,"It appears that anyone with a Tech computer account could have accessed more than 3,000 Social Security numbers over the past four or five years.  Copies of an accounting file were mistakenly stored in two public locations on the TCC server.",Databreaches.net,,2010,34.0584,-106.891416,,,
12/22/2011,Department of Human Services (DHS) Gateway Center,Springfield,Oregon,STAT,GOV,3000,"The theft of a computer resulted in the exposure of sensitive information from DHS staff, volunteers, adoptive placements, respite providers, in-home care providers, and foster parents.  People who were fingerprinted at The Gateway Center in Springfield, Oregon between August 2010 and December 8, 2011 may have been affected.  People fingerprinted at The Willamette Street office in Eugene, Oregon between August 2008 and August 2010 may have also been affected.",Databreaches.net,,2011,44.046236,-123.022029,,,
5/12/2012,"Warren County Iowa, Iowa Department of Human Services",Indianola,Iowa,PHYS,GOV,3000,"Warren County residents had their names, Social Security numbers, addresses, phone numbers, and other information exposed.  A fire destroyed a Warren County human services office on December 4, 2011.  Records from the location that were due to be shredded were moved to a secure facility owned by warren County.  A county maintenance worker mistakenly moved a container full of the damaged sensitive records back to the destroyed building in early February of 2012.  The mistake was discovered on March 14 when the department received a call from a resident near the area who found a DHS paper in her yard.",Databreaches.net,,2012,41.358048,-93.557438,,,
9/11/2012,Northwestern Mutual and One America - American United Life,Indianapolis,Indiana,INSD,BSF,3000,"A former financial planner stole sensitive information from approximately 3,000 clients and used it to open new accounts, make purchases, receive cash advances, and reroute client mail until his arrest in August of 2011.  Client names, Social Security numbers, contact information, and financial account information were exposed. He was sentenced to two years in prison and three years of probation.  He will also have to pay $48,488.66 in restitution.  ",Databreaches.net,,2012,39.768516,-86.158074,,,
6/23/2006,San Francisco State University,San Francisco,California,PORT,EDU,3000,"A faculty member's laptop 
            was stolen from a car on June 1 that contained personal information 
            of former and current students including Social Security numbers, 
            and names and ins some instance, phone numbers and grade point averages.",Dataloss DB,,2006,37.77493,-122.419416,,,
12/15/2006,North Bay Regional Center,Napa,California,STAT,NGO,3000,Thieves took 30 computers and electronic devices from the office.  Personal information of clients may have been on some of the computers.  This included credit card information for some clients.,Dataloss DB,,2006,38.304722,-122.298889,,,
2/20/2007,Credit Suisse,New York,New York,DISC,BSF,3000,"Documents with confidential details of loan applicants were mistakenly posted online.  The documents are routinely posted online without personal information.  Applicant names, Social Security numbers, addresses, monthly incomes and credit scores were exposed.  The exposure first occurred on March 15, 2006.",Dataloss DB,,2007,40.714353,-74.005973,,,
2/21/2007,Georgia Institute of Technology,Atlanta,Georgia,HACK,EDU,3000,"Personal information 
              of former employees mostly in the School of Electrical and Computer 
              Engineering including name, address, Social Security number, 
              other sensitive information, and about 400 state purchasing card 
              numbers, were compromised by unauthorized access to a Georgia Tech 
              computer account.",Dataloss DB,,2007,33.748995,-84.387982,,,
4/18/2007,"University of California, San Francisco (UCSF)",San Francisco,California,STAT,EDU,3000,"A computer file server containing names, contact information, and Social Security numbers for study subjects and potential study subjects related to research on causes and cures for different types of cancer was stolen from a locked UCSF office. For some individuals, the files also included personal health information.",Dataloss DB,,2007,37.77493,-122.419416,,,
4/29/2007,University of New Mexico,Alburquerque,New Mexico,PORT,EDU,3000,"Employees' personal information including names, e-mail and home addresses, UNM ID numbers and net pay for a pay period for staff, faculty and a few graduate students may have been stored on a laptop computer stolen from the San Francisco office of an outside consultant working on UNM's human resource and payroll systems.",Dataloss DB,,2007,35.084491,-106.651137,,,
6/11/2007,Grand Valley State University,Allendale,Michigan,PORT,EDU,3000,"A flash drive containing 
            confidential information was stolen. Social Security numbers of current 
            and former students were on the flash drive, stolen from the English 
            department.",Dataloss DB,,2007,42.972246,-85.953654,,,
7/7/2007,Cuyahoga County Dept. of Development,Cleveland,Ohio,PORT,GOV,3000,"Names and Social Security 
            numbers on memory stick stolen in carjacking.",Dataloss DB,,2007,41.499495,-81.695409,,,
10/29/2007,United States Postal Service,Oahu,Hawaii,PORT,GOV,3000,"Employees' names, Social Security 
            numbers and other information were on a laptop computer that was stolen.",Dataloss DB,,2007,21.438912,-158.000057,,,
12/4/2007,Indianapolis Power and Light,Indianapolis,Indiana,DISC,BSO,3000,"The private information of thousands 
            of customers was inadvertently posted online for up to four years. 
            Data included names, addresses and Social Security numbers.",Dataloss DB,,2007,39.767016,-86.156255,,,
2/16/2008,Texas A&M University,College Station,Texas,DISC,EDU,3000,"A computer file containing the 
            names and Social Security numbers of current and former Texas A&M 
            University agricultural employees was inadvertently posted online 
            and accessible to the public for three weeks.",Dataloss DB,,2008,30.627977,-96.334407,,,
1/14/2016,"G&S Medical Associates, LLC",Paterson,New Jersey,HACK,MED,3000,"G&S Medical Associates, LLC suffered a data breach when a desktop computer was hacked. The type of information hacked was not disclosed by HHS.More information: https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf;jsessionid=9BF4AF...",Government Agency,,2016,40.916765,-74.171811,,,
